"","date","state","unemploy_perc","house_price_index","house_price_perc"
"1",1976-01-01,"Alabama",6.7,37.138285042,0.0404054050965774
"2",1976-02-01,"Alabama",6.7,37.756436852,0.0518059726683189
"3",1976-03-01,"Alabama",6.6,38.276319431,0.0593023288753158
"4",1976-04-01,"Alabama",6.5,38.596134722,0.0595845766282248
"5",1976-05-01,"Alabama",6.4,38.740517151,0.0557233813668219
"6",1976-06-01,"Alabama",6.5,38.797231104,0.0535936751810535
"7",1976-07-01,"Alabama",6.6,38.856954979,0.0574166905296527
"8",1976-08-01,"Alabama",6.8,38.918701217,0.0659219769626349
"9",1976-09-01,"Alabama",6.9,38.958367525,0.0745613417413586
"10",1976-10-01,"Alabama",7,39.018757584,0.0796768175331617
"11",1976-11-01,"Alabama",7.2,39.159407504,0.0803351104110581
"12",1976-12-01,"Alabama",7.3,39.316048066,0.0744390540294955
"13",1977-01-01,"Alabama",7.5,39.393663789,0.0607292109597783
"14",1977-02-01,"Alabama",7.7,39.416713327,0.0439733357654497
"15",1977-03-01,"Alabama",7.8,39.450967435,0.0306886352047908
"16",1977-04-01,"Alabama",7.9,39.609240892,0.0262489023135917
"17",1977-05-01,"Alabama",7.8,39.921331167,0.0304800788125132
"18",1977-06-01,"Alabama",7.6,40.340456375,0.0397766857862416
"19",1977-07-01,"Alabama",7.4,40.848171673,0.0512447950457298
"20",1977-08-01,"Alabama",7.1,41.379151588,0.0632202590030229
"21",1977-09-01,"Alabama",6.9,41.879745785,0.0749871836422642
"22",1977-10-01,"Alabama",6.8,42.334960388,0.0849899640412908
"23",1977-11-01,"Alabama",6.7,42.658255377,0.0893488460631742
"24",1977-12-01,"Alabama",6.6,42.778395517,0.0880644831135557
"25",1978-01-01,"Alabama",6.5,42.779957866,0.0859603741134014
"26",1978-02-01,"Alabama",6.4,42.803358513,0.08591901506106
"27",1978-03-01,"Alabama",6.2,42.984400599,0.0895651841699885
"28",1978-04-01,"Alabama",6.1,43.403429045,0.0957904788770219
"29",1978-05-01,"Alabama",6,43.94508165,0.100791991784235
"30",1978-06-01,"Alabama",6,44.501789618,0.103155333799815
"31",1978-07-01,"Alabama",6.1,45.127224861,0.104755072571054
"32",1978-08-01,"Alabama",6.3,45.805464058,0.106969628427172
"33",1978-09-01,"Alabama",6.4,46.380876979,0.107477519493735
"34",1978-10-01,"Alabama",6.5,46.748239963,0.10424669196693
"35",1978-11-01,"Alabama",6.6,46.996488506,0.101697387543398
"36",1978-12-01,"Alabama",6.7,47.22352974,0.103910728050413
"37",1979-01-01,"Alabama",6.8,47.437293109,0.108867223702936
"38",1979-02-01,"Alabama",6.9,47.666990585,0.113627347034529
"39",1979-03-01,"Alabama",7.1,47.956770288,0.115678469856706
"40",1979-04-01,"Alabama",7.2,48.322774795,0.113340025390614
"41",1979-05-01,"Alabama",7.3,48.756133479,0.109478732280385
"42",1979-06-01,"Alabama",7.3,49.203609956,0.105654634978954
"43",1979-07-01,"Alabama",7.3,49.588564212,0.0988613717050346
"44",1979-08-01,"Alabama",7.3,49.924735007,0.0899296848905204
"45",1979-09-01,"Alabama",7.3,50.204688332,0.0824437052954243
"46",1979-10-01,"Alabama",7.2,50.377322693,0.0776303606910618
"47",1979-11-01,"Alabama",7.2,50.469541083,0.0739002569640199
"48",1979-12-01,"Alabama",7.2,50.51296869,0.0696567784769746
"49",1980-01-01,"Alabama",7.3,50.544283218,0.065496783340079
"50",1980-02-01,"Alabama",7.5,50.616511603,0.0618776428258125
"51",1980-03-01,"Alabama",7.8,50.720998986,0.0576400095627723
"52",1980-04-01,"Alabama",8.3,50.787162531,0.0509984732138145
"53",1980-05-01,"Alabama",8.8,50.861545191,0.0431824995496584
"54",1980-06-01,"Alabama",9.2,51.140138152,0.0393574414099236
"55",1980-07-01,"Alabama",9.5,51.684403608,0.0422645710619873
"56",1980-08-01,"Alabama",9.7,52.323260382,0.0480428263597934
"57",1980-09-01,"Alabama",9.7,52.769714892,0.0510913750332969
"58",1980-10-01,"Alabama",9.6,52.804915302,0.0481882021359843
"59",1980-11-01,"Alabama",9.6,52.433238225,0.0389085594967187
"60",1980-12-01,"Alabama",9.6,51.820168768,0.0258785043108898
"61",1981-01-01,"Alabama",9.6,51.161323055,0.0122079055773465
"62",1981-02-01,"Alabama",9.7,50.675583755,0.00116705300561448
"63",1981-03-01,"Alabama",9.8,50.543904806,-0.00349153572564453
"64",1981-04-01,"Alabama",9.9,50.798577001,0.000224751087305464
"65",1981-05-01,"Alabama",10,51.361959711,0.00983875967827563
"66",1981-06-01,"Alabama",10.1,52.052977758,0.017849768087971
"67",1981-07-01,"Alabama",10.3,52.700203221,0.0196538905760495
"68",1981-08-01,"Alabama",10.6,53.184945855,0.0164684973128402
"69",1981-09-01,"Alabama",11,53.375070896,0.0114716557638965
"70",1981-10-01,"Alabama",11.4,53.231240946,0.00807359772403338
"71",1981-11-01,"Alabama",11.8,52.845082696,0.00785464497219701
"72",1981-12-01,"Alabama",12.2,52.423205964,0.0116371137018061
"73",1982-01-01,"Alabama",12.5,52.193666846,0.0201782074691501
"74",1982-02-01,"Alabama",12.8,52.250271904,0.03107390250526
"75",1982-03-01,"Alabama",13.1,52.479115656,0.0382877195069873
"76",1982-04-01,"Alabama",13.3,52.720900584,0.0378420754377069
"77",1982-05-01,"Alabama",13.6,52.936101607,0.0306480108013261
"78",1982-06-01,"Alabama",13.9,53.142581903,0.0209325996692387
"79",1982-07-01,"Alabama",14.2,53.310864056,0.0115874474418851
"80",1982-08-01,"Alabama",14.6,53.373824091,0.00355134771623056
"81",1982-09-01,"Alabama",14.9,53.383330907,0.00015475409889576
"82",1982-10-01,"Alabama",15.2,53.471668055,0.00451665421897451
"83",1982-11-01,"Alabama",15.4,53.656158091,0.0153481715539334
"84",1982-12-01,"Alabama",15.5,53.848287437,0.0271841724822903
"85",1983-01-01,"Alabama",15.4,53.996077397,0.0345331274830356
"86",1983-02-01,"Alabama",15.2,54.125962615,0.0358982000025996
"87",1983-03-01,"Alabama",14.8,54.268511922,0.0340973022054998
"88",1983-04-01,"Alabama",14.5,54.464385072,0.0330700816694531
"89",1983-05-01,"Alabama",14.2,54.750758565,0.0342801396950629
"90",1983-06-01,"Alabama",14,55.12020132,0.0372134613370818
"91",1983-07-01,"Alabama",13.7,55.54674559,0.0419404482293015
"92",1983-08-01,"Alabama",13.5,55.945793432,0.0481878408527541
"93",1983-09-01,"Alabama",13.2,56.236064022,0.0534386496033714
"94",1983-10-01,"Alabama",12.8,56.477093024,0.0562059325680409
"95",1983-11-01,"Alabama",12.5,56.798583389,0.0585659765775719
"96",1983-12-01,"Alabama",12.2,57.235458929,0.0629021209999081
"97",1984-01-01,"Alabama",11.9,57.688169095,0.0683770354437845
"98",1984-02-01,"Alabama",11.6,58.037246293,0.0722626164789182
"99",1984-03-01,"Alabama",11.4,58.305306715,0.0743855810677483
"100",1984-04-01,"Alabama",11.3,58.612646828,0.0761646670666738
"101",1984-05-01,"Alabama",11.2,58.942550647,0.0765613516938493
"102",1984-06-01,"Alabama",11.1,59.205596245,0.0741179245932406
"103",1984-07-01,"Alabama",11,59.320680751,0.06794160703592
"104",1984-08-01,"Alabama",10.9,59.165370353,0.0575481501556194
"105",1984-09-01,"Alabama",10.7,58.702874475,0.0438652757069729
"106",1984-10-01,"Alabama",10.5,58.02613455,0.0274277843114505
"107",1984-11-01,"Alabama",10.3,57.355904993,0.00981224479109
"108",1984-12-01,"Alabama",10.1,56.98347119,-0.00440265079926394
"109",1985-01-01,"Alabama",10,57.323831652,-0.0063156354017756
"110",1985-02-01,"Alabama",9.8,58.245434502,0.00358714829351081
"111",1985-03-01,"Alabama",9.6,59.004431091,0.0119907503345684
"112",1985-04-01,"Alabama",9.4,59.369717222,0.0129165024098234
"113",1985-05-01,"Alabama",9.2,59.678028339,0.0124778735213664
"114",1985-06-01,"Alabama",9,60.141133682,0.0158015035120773
"115",1985-07-01,"Alabama",8.9,60.60139905,0.0215897437923183
"116",1985-08-01,"Alabama",8.8,60.834296243,0.028207816160748
"117",1985-09-01,"Alabama",8.7,60.838178372,0.0363747757856281
"118",1985-10-01,"Alabama",8.7,60.942515326,0.050259780332033
"119",1985-11-01,"Alabama",8.7,61.217805029,0.0673322134219889
"120",1985-12-01,"Alabama",8.9,61.429029844,0.078014879774122
"121",1986-01-01,"Alabama",9.2,61.549395629,0.0737139136590248
"122",1986-02-01,"Alabama",9.5,61.808011549,0.0611649149407181
"123",1986-03-01,"Alabama",9.8,62.326946641,0.0563095938485676
"124",1986-04-01,"Alabama",10,62.800032528,0.0577788722350334
"125",1986-05-01,"Alabama",10,62.978193575,0.0552995018074904
"126",1986-06-01,"Alabama",9.9,62.946301894,0.0466430883533473
"127",1986-07-01,"Alabama",9.8,63.235170591,0.0434605732258255
"128",1986-08-01,"Alabama",9.8,63.788116736,0.0485551847464643
"129",1986-09-01,"Alabama",9.7,64.031436043,0.0524877265633195
"130",1986-10-01,"Alabama",9.7,64.134048365,0.0523695653506837
"131",1986-11-01,"Alabama",9.6,64.345067593,0.0510841994827902
"132",1986-12-01,"Alabama",9.5,64.614194512,0.0518511309081191
"133",1987-01-01,"Alabama",9.3,64.845884414,0.0535584265501188
"134",1987-02-01,"Alabama",9,65.078707497,0.0529170226647246
"135",1987-03-01,"Alabama",8.7,65.371589994,0.0488495509099298
"136",1987-04-01,"Alabama",8.4,65.618512165,0.0448802257505734
"137",1987-05-01,"Alabama",8.1,65.779638244,0.0444827726864505
"138",1987-06-01,"Alabama",7.9,65.900617809,0.0469339075705351
"139",1987-07-01,"Alabama",7.7,65.96950309,0.0432406914292276
"140",1987-08-01,"Alabama",7.6,65.950118941,0.0338934948330247
"141",1987-09-01,"Alabama",7.6,65.798765641,0.0276009676998836
"142",1987-10-01,"Alabama",7.5,65.643251932,0.02353201778891
"143",1987-11-01,"Alabama",7.5,65.650678622,0.0202907709610058
"144",1987-12-01,"Alabama",7.4,65.803441731,0.0184053554792694
"145",1988-01-01,"Alabama",7.3,66.052139672,0.0186018784214403
"146",1988-02-01,"Alabama",7.1,66.357904444,0.0196561516999854
"147",1988-03-01,"Alabama",7.1,66.700419599,0.0203273257560657
"148",1988-04-01,"Alabama",7,67.023843095,0.0214166838538834
"149",1988-05-01,"Alabama",7,67.371619573,0.0242017343284069
"150",1988-06-01,"Alabama",7,67.698677619,0.0272844150750047
"151",1988-07-01,"Alabama",7.1,67.750008587,0.0269898273232543
"152",1988-08-01,"Alabama",7.2,67.417487488,0.0222496724882746
"153",1988-09-01,"Alabama",7.3,66.918897364,0.0170235978150635
"154",1988-10-01,"Alabama",7.4,66.592203209,0.0144561893122392
"155",1988-11-01,"Alabama",7.4,66.513229013,0.0131384840051136
"156",1988-12-01,"Alabama",7.4,66.642894136,0.0127569680691113
"157",1989-01-01,"Alabama",7.2,66.924335338,0.0132046542372608
"158",1989-02-01,"Alabama",7.1,67.287239709,0.0140048916973301
"159",1989-03-01,"Alabama",7.1,67.70365679,0.0150409427261691
"160",1989-04-01,"Alabama",7.1,68.071260505,0.0156275343464769
"161",1989-05-01,"Alabama",7.1,68.282389757,0.0135186030820165
"162",1989-06-01,"Alabama",7.2,68.381427233,0.0100851248209373
"163",1989-07-01,"Alabama",7.2,68.535255313,0.0115903561103117
"164",1989-08-01,"Alabama",7.1,68.827976141,0.0209217030410849
"165",1989-09-01,"Alabama",7,69.14273152,0.0332317812097773
"166",1989-10-01,"Alabama",6.9,69.405380151,0.042244839582358
"167",1989-11-01,"Alabama",6.8,69.613654192,0.0466136620490041
"168",1989-12-01,"Alabama",6.7,69.671116429,0.0454395375870116
"169",1990-01-01,"Alabama",6.7,69.598217381,0.0399538079757626
"170",1990-02-01,"Alabama",6.7,69.558860492,0.0337600530624256
"171",1990-03-01,"Alabama",6.7,69.658123876,0.0288679693042619
"172",1990-04-01,"Alabama",6.7,69.88891141,0.0267021778576657
"173",1990-05-01,"Alabama",6.6,70.149463873,0.0273434207947971
"174",1990-06-01,"Alabama",6.6,70.301988979,0.0280860143421102
"175",1990-07-01,"Alabama",6.7,70.332927091,0.026229883726121
"176",1990-08-01,"Alabama",6.7,70.370685466,0.0224139864557347
"177",1990-09-01,"Alabama",6.8,70.48562364,0.0194220287581719
"178",1990-10-01,"Alabama",7,70.603305568,0.0172598351077937
"179",1990-11-01,"Alabama",7.1,70.582344711,0.0139152373229579
"180",1990-12-01,"Alabama",7.2,70.43669634,0.0109884834668925
"181",1991-01-01,"Alabama",7.3,70.354966533,0.0108731111295184
"182",1991-02-01,"Alabama",7.4,70.485791562,0.0133258518532893
"183",1991-03-01,"Alabama",7.5,70.810397435,0.0165418402748139
"184",1991-04-01,"Alabama",7.5,71.180650994,0.0184827543874888
"185",1991-05-01,"Alabama",7.5,71.486858113,0.0190649246075671
"186",1991-06-01,"Alabama",7.4,71.679918714,0.0196001529261369
"187",1991-07-01,"Alabama",7.3,71.762722088,0.0203289562390894
"188",1991-08-01,"Alabama",7.2,71.838847181,0.0208632572679621
"189",1991-09-01,"Alabama",7.2,71.947637089,0.0207420091289412
"190",1991-10-01,"Alabama",7.2,72.100145455,0.0212007054762948
"191",1991-11-01,"Alabama",7.3,72.303923134,0.0243910630916133
"192",1991-12-01,"Alabama",7.4,72.459461732,0.0287174938221981
"193",1992-01-01,"Alabama",7.5,72.585623744,0.0317057532811662
"194",1992-02-01,"Alabama",7.6,72.797419812,0.0327956627679589
"195",1992-03-01,"Alabama",7.7,73.02705194,0.0313040822434978
"196",1992-04-01,"Alabama",7.7,73.178738413,0.0280706539080182
"197",1992-05-01,"Alabama",7.7,73.343861655,0.0259768521238493
"198",1992-06-01,"Alabama",7.7,73.572661566,0.0264054826785165
"199",1992-07-01,"Alabama",7.6,73.923523381,0.0301103585556619
"200",1992-08-01,"Alabama",7.6,74.428572342,0.0360490913011884
"201",1992-09-01,"Alabama",7.5,74.891988684,0.0409235343109018
"202",1992-10-01,"Alabama",7.4,75.154407482,0.0423613850946563
"203",1992-11-01,"Alabama",7.4,75.231842255,0.0404946093391603
"204",1992-12-01,"Alabama",7.4,75.169524939,0.0374010949325501
"205",1993-01-01,"Alabama",7.5,75.124930171,0.0349836000026094
"206",1993-02-01,"Alabama",7.5,75.334247324,0.0348477668377722
"207",1993-03-01,"Alabama",7.5,75.739764668,0.0371466827146303
"208",1993-04-01,"Alabama",7.6,76.108371039,0.0400339318432354
"209",1993-05-01,"Alabama",7.6,76.514009583,0.0432230844744985
"210",1993-06-01,"Alabama",7.6,76.999014633,0.0465710087696953
"211",1993-07-01,"Alabama",7.5,77.435614892,0.047509795940039
"212",1993-08-01,"Alabama",7.4,77.780105712,0.0450301982765391
"213",1993-09-01,"Alabama",7.2,78.069828693,0.042432309047215
"214",1993-10-01,"Alabama",7.1,78.316345653,0.0420725580433496
"215",1993-11-01,"Alabama",7,78.433561776,0.0425580369299969
"216",1993-12-01,"Alabama",6.9,78.469166156,0.0438959966778778
"217",1994-01-01,"Alabama",6.8,78.519752862,0.0451890295707786
"218",1994-02-01,"Alabama",6.6,78.793322296,0.0459163673212675
"219",1994-03-01,"Alabama",6.5,79.412176187,0.0484872317084395
"220",1994-04-01,"Alabama",6.3,80.115464855,0.0526498433916902
"221",1994-05-01,"Alabama",6.1,80.630440287,0.0537996992503003
"222",1994-06-01,"Alabama",6.1,80.897282893,0.0506275083983905
"223",1994-07-01,"Alabama",6,81.025572312,0.0463605464359897
"224",1994-08-01,"Alabama",6,81.10011533,0.0426845603719435
"225",1994-09-01,"Alabama",6,81.231167097,0.0404937279474709
"226",1994-10-01,"Alabama",6,81.529581885,0.0410289347033255
"227",1994-11-01,"Alabama",6,81.968583848,0.0450702733875039
"228",1994-12-01,"Alabama",5.9,82.33983318,0.049327235315652
"229",1995-01-01,"Alabama",6,82.508345532,0.0507973156386525
"230",1995-02-01,"Alabama",6,82.595533125,0.0482554957476775
"231",1995-03-01,"Alabama",6,82.714523959,0.0415849046149248
"232",1995-04-01,"Alabama",6.1,82.899310107,0.0347479136149114
"233",1995-05-01,"Alabama",6.1,83.163695521,0.0314180999754312
"234",1995-06-01,"Alabama",6.2,83.496610734,0.0321312131637108
"235",1995-07-01,"Alabama",6.1,83.887659386,0.0353232565020232
"236",1995-08-01,"Alabama",6.1,84.247348707,0.0388067682048758
"237",1995-09-01,"Alabama",5.9,84.360498237,0.0385237742092663
"238",1995-10-01,"Alabama",5.8,84.31972676,0.0342224847778023
"239",1995-11-01,"Alabama",5.6,84.385881061,0.0294905328300239
"240",1995-12-01,"Alabama",5.5,84.532884115,0.0266341435281494
"241",1996-01-01,"Alabama",5.4,84.73250719,0.0269568083526457
"242",1996-02-01,"Alabama",5.4,85.073054818,0.0299958314846218
"243",1996-03-01,"Alabama",5.4,85.691762802,0.035994148312765
"244",1996-04-01,"Alabama",5.4,86.475604387,0.0431402176373241
"245",1996-05-01,"Alabama",5.3,87.028433856,0.0464714598213605
"246",1996-06-01,"Alabama",5.2,87.289553353,0.045426306357313
"247",1996-07-01,"Alabama",5.1,87.394044368,0.0417985792864448
"248",1996-08-01,"Alabama",5,87.510465652,0.0387325772867777
"249",1996-09-01,"Alabama",5,87.773694457,0.0404596498518901
"250",1996-10-01,"Alabama",5.1,87.987301793,0.0434960497848749
"251",1996-11-01,"Alabama",5.2,87.914212211,0.0418118659856082
"252",1996-12-01,"Alabama",5.2,87.771749323,0.0383148551230523
"253",1997-01-01,"Alabama",5.3,87.902043813,0.0374063830767191
"254",1997-02-01,"Alabama",5.2,88.307075513,0.0380146299191755
"255",1997-03-01,"Alabama",5.1,88.840509182,0.0367450298259766
"256",1997-04-01,"Alabama",5.1,89.302429474,0.032689278173174
"257",1997-05-01,"Alabama",5.1,89.708662771,0.0307971635963802
"258",1997-06-01,"Alabama",5.1,90.121545085,0.0324436501644978
"259",1997-07-01,"Alabama",5.1,90.425779514,0.0346904090310083
"260",1997-08-01,"Alabama",5,90.523405294,0.0344294778864676
"261",1997-09-01,"Alabama",4.9,90.399099465,0.0299110687346786
"262",1997-10-01,"Alabama",4.8,90.359170517,0.0269569435096451
"263",1997-11-01,"Alabama",4.6,90.503550939,0.0294530163312547
"264",1997-12-01,"Alabama",4.4,90.636317345,0.0326365606712291
"265",1998-01-01,"Alabama",4.3,90.685456723,0.0316649396221247
"266",1998-02-01,"Alabama",4.2,90.804139839,0.0282770583386878
"267",1998-03-01,"Alabama",4.2,91.195594463,0.0265091375846951
"268",1998-04-01,"Alabama",4.3,91.760633784,0.0275267349889479
"269",1998-05-01,"Alabama",4.3,92.215492733,0.0279441236171274
"270",1998-06-01,"Alabama",4.4,92.511109996,0.0265149128185302
"271",1998-07-01,"Alabama",4.5,92.823042307,0.0265108335906448
"272",1998-08-01,"Alabama",4.5,93.088345313,0.0283345507238668
"273",1998-09-01,"Alabama",4.5,93.245943549,0.0314919518097878
"274",1998-10-01,"Alabama",4.5,93.485397468,0.0345977827498078
"275",1998-11-01,"Alabama",4.5,93.752643209,0.0359001634332548
"276",1998-12-01,"Alabama",4.5,93.888891695,0.0358859941056446
"277",1999-01-01,"Alabama",4.5,93.996294952,0.0365090318628818
"278",1999-02-01,"Alabama",4.6,94.295166149,0.0384456734702818
"279",1999-03-01,"Alabama",4.6,94.818711982,0.0397290849446676
"280",1999-04-01,"Alabama",4.7,95.310083159,0.0386816135485204
"281",1999-05-01,"Alabama",4.8,95.741459913,0.0382361691674635
"282",1999-06-01,"Alabama",4.8,96.178665883,0.0396444912093106
"283",1999-07-01,"Alabama",4.8,96.465501973,0.0392408994089317
"284",1999-08-01,"Alabama",4.8,96.698323183,0.0387801271777022
"285",1999-09-01,"Alabama",4.8,96.908878079,0.0392825080704466
"286",1999-10-01,"Alabama",4.8,97.135684918,0.039046605661055
"287",1999-11-01,"Alabama",4.8,97.433517163,0.0392615485602292
"288",1999-12-01,"Alabama",4.8,97.617724254,0.0397153751810511
"289",2000-01-01,"Alabama",4.7,97.706095788,0.0394675219687588
"290",2000-02-01,"Alabama",4.7,97.884154235,0.0380612096311372
"291",2000-03-01,"Alabama",4.6,98.201233568,0.0356735660640712
"292",2000-04-01,"Alabama",4.6,98.783244633,0.0364406509666551
"293",2000-05-01,"Alabama",4.5,99.551984999,0.0398001564783179
"294",2000-06-01,"Alabama",4.5,100.01418246,0.039879078606329
"295",2000-07-01,"Alabama",4.5,100.01315593,0.0367764007281375
"296",2000-08-01,"Alabama",4.5,99.831682681,0.0324034522508749
"297",2000-09-01,"Alabama",4.5,99.835365899,0.0301983458895718
"298",2000-10-01,"Alabama",4.6,99.989108926,0.0293756512903451
"299",2000-11-01,"Alabama",4.6,100.06712393,0.0270297823960737
"300",2000-12-01,"Alabama",4.6,100,0.0244041311575893
"301",2001-01-01,"Alabama",4.7,99.918739565,0.0226459133297161
"302",2001-02-01,"Alabama",4.7,100.02550893,0.0218764182184079
"303",2001-03-01,"Alabama",4.7,100.40602557,0.0224517750123094
"304",2001-04-01,"Alabama",4.7,101.04466239,0.0228927260427783
"305",2001-05-01,"Alabama",4.8,101.60354297,0.0206079062212634
"306",2001-06-01,"Alabama",4.8,101.85911611,0.0184467203012719
"307",2001-07-01,"Alabama",4.9,101.96751047,0.0195409746030599
"308",2001-08-01,"Alabama",5.1,102.03389803,0.0220592830838775
"309",2001-09-01,"Alabama",5.4,102.10034197,0.0226871114319489
"310",2001-10-01,"Alabama",5.6,102.18864805,0.0219977870352643
"311",2001-11-01,"Alabama",5.8,102.1995725,0.0213101814687082
"312",2001-12-01,"Alabama",6,102.18914957,0.0218914957
"313",2002-01-01,"Alabama",6.1,102.28892163,0.023721096516216
"314",2002-02-01,"Alabama",6.1,102.50002497,0.0247388497841257
"315",2002-03-01,"Alabama",6,102.8705287,0.0245453708182266
"316",2002-04-01,"Alabama",6,103.42888859,0.0235957659079273
"317",2002-05-01,"Alabama",5.9,104.0649951,0.0242260462386314
"318",2002-06-01,"Alabama",5.9,104.49377942,0.0258657586146218
"319",2002-07-01,"Alabama",5.8,104.82001899,0.0279746804335215
"320",2002-08-01,"Alabama",5.8,105.09144994,0.0299660403947424
"321",2002-09-01,"Alabama",5.8,105.21868317,0.030541927086946
"322",2002-10-01,"Alabama",5.8,105.5137574,0.0325389308250077
"323",2002-11-01,"Alabama",5.8,105.91178693,0.0363231894145155
"324",2002-12-01,"Alabama",5.8,106.13173419,0.038581245040104
"325",2003-01-01,"Alabama",5.8,106.17082272,0.037950356970637
"326",2003-02-01,"Alabama",5.8,106.09655856,0.0350881240375567
"327",2003-03-01,"Alabama",5.9,106.08257529,0.0312241672186526
"328",2003-04-01,"Alabama",6,106.41008444,0.0288236283947485
"329",2003-05-01,"Alabama",6.1,107.09280696,0.029095392327559
"330",2003-06-01,"Alabama",6.1,107.966377,0.0332325770899942
"331",2003-07-01,"Alabama",6.2,108.84792891,0.0384269146181349
"332",2003-08-01,"Alabama",6.2,109.3339175,0.0403692932433815
"333",2003-09-01,"Alabama",6.1,109.38603817,0.0396066066828349
"334",2003-10-01,"Alabama",6.1,109.31368429,0.0360135681226341
"335",2003-11-01,"Alabama",6,109.34811568,0.0324451966075425
"336",2003-12-01,"Alabama",6,109.53389987,0.0320560641542835
"337",2004-01-01,"Alabama",6,109.84958543,0.0346494697484059
"338",2004-02-01,"Alabama",6,110.20921489,0.0387633339461637
"339",2004-03-01,"Alabama",5.9,110.51539191,0.0417864725463342
"340",2004-04-01,"Alabama",5.9,111.13683765,0.0444201621949205
"341",2004-05-01,"Alabama",5.8,112.36790519,0.0492572599387584
"342",2004-06-01,"Alabama",5.8,113.82089975,0.054225425661917
"343",2004-07-01,"Alabama",5.7,114.73288604,0.0540658622440664
"344",2004-08-01,"Alabama",5.6,114.89404818,0.0508545820650761
"345",2004-09-01,"Alabama",5.6,114.87076914,0.0501410514701703
"346",2004-10-01,"Alabama",5.5,115.22118707,0.0540417498355275
"347",2004-11-01,"Alabama",5.4,115.70972281,0.0581775652048437
"348",2004-12-01,"Alabama",5.2,115.82777287,0.0574605031635855
"349",2005-01-01,"Alabama",5.1,115.85813394,0.0546979625501531
"350",2005-02-01,"Alabama",4.9,116.26735513,0.0549694528361049
"351",2005-03-01,"Alabama",4.8,117.33204372,0.061680564961949
"352",2005-04-01,"Alabama",4.6,118.87084426,0.0695899467137662
"353",2005-05-01,"Alabama",4.5,120.44596709,0.0718894054876347
"354",2005-06-01,"Alabama",4.4,121.73600522,0.0695400008907414
"355",2005-07-01,"Alabama",4.4,122.60111924,0.0685787089610634
"356",2005-08-01,"Alabama",4.3,123.18431924,0.0721557921521918
"357",2005-09-01,"Alabama",4.3,123.71994241,0.0770359016157973
"358",2005-10-01,"Alabama",4.3,124.54170855,0.0808924271396156
"359",2005-11-01,"Alabama",4.2,125.42102187,0.0839281161873178
"360",2005-12-01,"Alabama",4.2,126.04435472,0.0882049408086836
"361",2006-01-01,"Alabama",4.1,126.71723137,0.0937275360884342
"362",2006-02-01,"Alabama",4.1,127.59150303,0.0973974843354639
"363",2006-03-01,"Alabama",4.1,128.65458283,0.0964999735027201
"364",2006-04-01,"Alabama",4.1,130.00658806,0.0936793531611788
"365",2006-05-01,"Alabama",4.1,131.30433492,0.0901513607498903
"366",2006-06-01,"Alabama",4.1,132.22388872,0.0861526832677515
"367",2006-07-01,"Alabama",4.1,132.84868664,0.0835846154058324
"368",2006-08-01,"Alabama",4.1,133.27806506,0.0819401842886702
"369",2006-09-01,"Alabama",4.1,133.39779588,0.0782238762925398
"370",2006-10-01,"Alabama",4,133.32157049,0.070497362226849
"371",2006-11-01,"Alabama",4,133.3569879,0.0632746082887581
"372",2006-12-01,"Alabama",3.9,133.34293707,0.0579048729807325
"373",2007-01-01,"Alabama",3.9,133.07274329,0.0501550724497968
"374",2007-02-01,"Alabama",3.8,133.35691341,0.0451864759257865
"375",2007-03-01,"Alabama",3.8,134.44956913,0.0450429838761148
"376",2007-04-01,"Alabama",3.8,135.5311836,0.0424947352471883
"377",2007-05-01,"Alabama",3.8,136.43295747,0.0390590497497643
"378",2007-06-01,"Alabama",3.8,136.99233889,0.036063454313447
"379",2007-07-01,"Alabama",3.9,137.01933873,0.0313940031737145
"380",2007-08-01,"Alabama",4,136.73426035,0.0259322138901408
"381",2007-09-01,"Alabama",4.1,136.15261136,0.0206511319158389
"382",2007-10-01,"Alabama",4.2,135.40754796,0.0156462113544968
"383",2007-11-01,"Alabama",4.3,134.51258134,0.00866541347549421
"384",2007-12-01,"Alabama",4.3,133.46066713,0.000882911855602631
"385",2008-01-01,"Alabama",4.4,132.82358306,-0.00187236111498068
"386",2008-02-01,"Alabama",4.5,132.81536169,-0.00406091972401179
"387",2008-03-01,"Alabama",4.6,133.28210616,-0.00868327788295953
"388",2008-04-01,"Alabama",4.8,133.92762002,-0.0118316946506766
"389",2008-05-01,"Alabama",5.1,134.28117587,-0.0157717141070781
"390",2008-06-01,"Alabama",5.3,134.29911265,-0.019659685073065
"391",2008-07-01,"Alabama",5.6,134.27073015,-0.0200600047079208
"392",2008-08-01,"Alabama",5.9,133.81532134,-0.0213475320854362
"393",2008-09-01,"Alabama",6.2,132.68219965,-0.0254891307286345
"394",2008-10-01,"Alabama",6.7,131.1139398,-0.0317087800841674
"395",2008-11-01,"Alabama",7.4,129.27408714,-0.0389442693598968
"396",2008-12-01,"Alabama",8.1,127.75024564,-0.0427872991556204
"397",2009-01-01,"Alabama",8.9,127.00365916,-0.0438169470053446
"398",2009-02-01,"Alabama",9.6,126.67725082,-0.0462153684023898
"399",2009-03-01,"Alabama",10.2,126.52950013,-0.0506640105303691
"400",2009-04-01,"Alabama",10.7,126.80765303,-0.053162797852577
"401",2009-05-01,"Alabama",11,127.15821828,-0.0530450939519316
"402",2009-06-01,"Alabama",11.3,127.03202168,-0.0541112359315354
