"","country","year","emissions"
"2045","Libya",1964,0.424952276
"2046","Luxembourg",1964,37.44741628
"2047","Macao, China",1964,0.649726524
"2048","Madagascar",1964,0.086072584
"2049","Malawi",1964,0.085099514
"2050","Mali",1964,0.031871177
"2051","Malta",1964,1.623692011
"2052","Martinique",1964,0.765134225
"2053","Mauritania",1964,0.122686257
"2054","Mauritius",1964,0.418758192
"2055","Mexico",1964,1.704475812
"2056","Mongolia",1964,1.900478464
"2057","Montserrat",1964,0.619683398
"2058","Morocco",1964,0.34121958
"2059","Mozambique",1964,0.258094148
"2060","Myanmar",1964,0.125305915
"2061","Nauru",1964,5.333333333
"2062","Nepal",1964,0.014322955
"2063","Netherlands",1964,8.034472448
"2064","New Caledonia",1964,12.42250054
"2065","New Zealand",1964,5.076225372
"2066","Nicaragua",1964,0.474571133
"2067","Niger",1964,0.026084376
"2068","Nigeria",1964,0.145261072
"2069","Norway",1964,4.382628314
"2070","Oman",1964,0.017903937
"2071","Pakistan",1964,0.316834269
"2072","Panama",1964,0.980355815
"2073","Papua New Guinea",1964,0.126447413
"2074","Paraguay",1964,0.204194386
"2075","Peru",1964,1.100679163
"2076","Philippines",1964,0.43274424
"2077","Poland",1964,7.907881001
"2078","Portugal",1964,1.234848403
"2079","Qatar",1964,93.52235572
"2080","Reunion",1964,0.330233203
"2081","Romania",1964,3.821270134
"2082","Russia",1964,8.834061517
"2083","Rwanda",1964,0.011732151
"2084","Samoa",1964,0.207776788
"2085","Sao Tome and Principe",1964,0.171166265
"2086","Saudi Arabia",1964,1.524585033
"2087","Senegal",1964,0.271512279
"2088","Seychelles",1964,0.161282046
"2089","Sierra Leone",1964,0.130419256
"2090","Singapore",1964,2.016986988
"2091","Slovak Republic",1964,9.416125077
"2092","Solomon Islands",1964,0.130952381
"2093","Somalia",1964,0.04383458
"2094","South Africa",1964,6.196698447
"2095","Spain",1964,2.027568701
"2096","Sri Lanka",1964,0.207378597
"2097","Sudan",1964,0.183842381
"2098","Suriname",1964,1.871338517
"2099","Swaziland",1964,0.028759899
"2100","Sweden",1964,7.871573165
"2101","Switzerland",1964,4.915672402
"2102","Syria",1964,0.83938703
"2103","Taiwan",1964,1.340273929
"2104","Tanzania",1964,0.0911936
"2105","Thailand",1964,0.242547399
"2106","Togo",1964,0.079784775
"2107","Tonga",1964,0.153293013
"2108","Trinidad and Tobago",1964,4.295800077
"2109","Tunisia",1964,0.607147295
"2110","Turkey",1964,0.846485129
"2111","Uganda",1964,0.063422498
"2112","United Arab Emirates",1964,0.13632961
"2113","United Kingdom",1964,11.26351221
"2114","United States",1964,16.51846621
"2115","Uruguay",1964,1.710338271
"2116","Vanuatu",1964,0.864168434
"2117","Venezuela",1964,6.46111614
"2118","Vietnam",1964,0.303335705
"2119","Zambia",1964,0.955477043
"2120","Zimbabwe",1964,1.045287591
"2121","Afghanistan",1965,0.094254528
"2122","Albania",1965,1.162781163
"2123","Algeria",1965,0.553244337
"2124","Angola",1965,0.218738809
"2125","Antigua and Barbuda",1965,2.512086982
"2126","Argentina",1965,2.639905909
"2127","Australia",1965,10.64775735
"2128","Austria",1965,5.253795798
"2129","Bahamas",1965,9.398151784
"2130","Bahrain",1965,6.591503847
"2131","Bangladesh",1965,0.054049818
"2132","Barbados",1965,0.872752415
"2133","Belgium",1965,11.17420316
"2134","Belize",1965,0.791520407
"2135","Benin",1965,0.057765192
"2136","Bermuda",1965,3.678754001
"2137","Bolivia",1965,0.40253401
"2138","Brazil",1965,0.668254686
"2139","British Virgin Islands",1965,0.832576446
"2140","Brunei",1965,3.352220972
"2141","Bulgaria",1965,5.645188978
"2142","Burkina Faso",1965,0.019429159
"2143","Burundi",1965,0.011412455
"2144","Cambodia",1965,0.065674451
"2145","Cameroon",1965,0.051526172
"2146","Canada",1965,12.81283341
"2147","Cape Verde",1965,0.106810486
"2148","Cayman Islands",1965,1.264222503
"2149","Chad",1965,0.032334442
"2150","Chile",1965,2.052395763
"2151","China",1965,0.670049507
"2152","Colombia",1965,1.233239837
"2153","Comoros",1965,0.06915075
"2154","Congo, Dem. Rep.",1965,0.140870341
"2155","Congo, Rep.",1965,0.212164786
"2156","Costa Rica",1965,0.535235156
"2157","Cote d'Ivoire",1965,0.26523584
"2158","Cuba",1965,1.839372236
"2159","Cyprus",1965,1.981449866
"2160","Denmark",1965,9.31556665
"2161","Djibouti",1965,1.03679331
"2162","Dominica",1965,0.225512657
"2163","Ecuador",1965,0.442454318
"2164","Egypt",1965,0.869948565
"2165","El Salvador",1965,0.320926306
"2166","Equatorial Guinea",1965,0.10887222
"2167","Ethiopia",1965,0.025326853
"2168","Faeroe Islands",1965,3.728027992
"2169","Fiji",1965,0.743000241
"2170","Finland",1965,5.549004288
"2171","France",1965,7.216114324
"2172","French Guiana",1965,0.931879601
"2173","French Polynesia",1965,0.908186964
"2174","Gabon",1965,0.431045934
"2175","Gambia",1965,0.071640819
"2176","Germany",1965,12.64986654
"2177","Ghana",1965,0.218370114
"2178","Gibraltar",1965,2.050355586
"2179","Greece",1965,1.990916078
"2180","Greenland",1965,8.78915381
"2181","Grenada",1965,0.232654054
"2182","Guadeloupe",1965,0.682871564
"2183","Guatemala",1965,0.414938398
"2184","Guinea",1965,0.182250239
"2185","Guinea-Bissau",1965,0.110424213
"2186","Guyana",1965,1.68319939
"2187","Haiti",1965,0.071226405
"2188","Honduras",1965,0.319932353
"2189","Hong Kong, China",1965,1.264440984
"2190","Hungary",1965,6.043695195
"2191","Iceland",1965,7.276041667
"2192","India",1965,0.334320855
"2193","Indonesia",1965,0.237047046
"2194","Iran",1965,2.144968836
"2195","Iraq",1965,2.276563148
"2196","Ireland",1965,4.776712047
"2197","Israel",1965,5.130866157
"2198","Italy",1965,3.687794845
"2199","Jamaica",1965,1.699613724
"2200","Japan",1965,3.974457011
"2201","Jordan",1965,1.259867808
"2202","Kenya",1965,0.259627715
"2203","Kiribati",1965,0.290275762
"2204","Kuwait",1965,73.14326232
"2205","Lebanon",1965,1.499007972
"2206","Liberia",1965,0.441782826
"2207","Libya",1965,0.625797394
"2208","Luxembourg",1965,36.80990231
"2209","Macao, China",1965,0.637970866
"2210","Madagascar",1965,0.096687449
"2211","Malawi",1965,0.087638038
"2212","Mali",1965,0.03537459
"2213","Malta",1965,1.546504671
"2214","Martinique",1965,0.788687419
"2215","Mauritania",1965,0.163994472
"2216","Mauritius",1965,0.404126249
"2217","Mexico",1965,1.675782427
"2218","Mongolia",1965,1.765057982
"2219","Montserrat",1965,0.309710843
"2220","Morocco",1965,0.319797843
"2221","Mozambique",1965,0.236689258
"2222","Myanmar",1965,0.116930068
"2223","Nauru",1965,5.751132799
"2224","Nepal",1965,0.016779809
"2225","Netherlands",1965,8.227715353
"2226","New Caledonia",1965,13.51143866
"2227","New Zealand",1965,5.212574512
"2228","Nicaragua",1965,0.378780898
"2229","Niger",1965,0.02434297
"2230","Nigeria",1965,0.229758853
"2231","Norway",1965,4.407286846
"2232","Oman",1965,0.040705011
"2233","Pakistan",1965,0.324056683
"2234","Panama",1965,1.171048973
"2235","Papua New Guinea",1965,0.140824193
"2236","Paraguay",1965,0.252734704
"2237","Peru",1965,1.043376656
"2238","Philippines",1965,0.456803437
"2239","Poland",1965,7.943009567
"2240","Portugal",1965,1.303180948
"2241","Qatar",1965,86.10567515
"2242","Reunion",1965,0.384945967
"2243","Romania",1965,4.135981722
"2244","Russia",1965,9.289621079
"2245","Rwanda",1965,0.014799774
"2246","Samoa",1965,0.231096685
"2247","Sao Tome and Principe",1965,0.169745228
"2248","Saudi Arabia",1965,0.881617765
"2249","Senegal",1965,0.48333962
"2250","Seychelles",1965,0.157557007
"2251","Sierra Leone",1965,0.118961944
"2252","Singapore",1965,1.346059
"2253","Slovak Republic",1965,9.086920227
"2254","Solomon Islands",1965,0.179487179
"2255","Somalia",1965,0.041627483
"2256","South Africa",1965,6.472667818
"2257","Spain",1965,2.214715675
"2258","Sri Lanka",1965,0.237029169
"2259","Sudan",1965,0.234367605
"2260","Suriname",1965,2.395165118
"2261","Swaziland",1965,0.206017236
"2262","Sweden",1965,8.097100557
"2263","Switzerland",1965,5.208948881
"2264","Syria",1965,0.683798887
"2265","Taiwan",1965,1.376765809
"2266","Tanzania",1965,0.099490692
"2267","Thailand",1965,0.234351175
"2268","Togo",1965,0.077668029
"2269","Tonga",1965,0.147921037
"2270","Trinidad and Tobago",1965,5.812214787
"2271","Tunisia",1965,0.532181425
"2272","Turkey",1965,0.860177593
"2273","Uganda",1965,0.078234647
"2274","United Arab Emirates",1965,0.150286569
"2275","United Kingdom",1965,11.45472843
"2276","United States",1965,16.99960741
"2277","Uruguay",1965,2.049811686
"2278","Vanuatu",1965,0.641655561
"2279","Venezuela",1965,6.703328799
"2280","Vietnam",1965,0.330033177
"2281","Zambia",1965,1.10707001
"2282","Zimbabwe",1965,1.17908128
"2283","Afghanistan",1966,0.099990324
"2284","Albania",1966,1.327097915
"2285","Algeria",1966,0.689269664
"2286","Angola",1966,0.281433986
"2287","Antigua and Barbuda",1966,5.707388474
"2288","Argentina",1966,2.790762673
"2289","Australia",1966,10.35686147
"2290","Austria",1966,5.368048837
"2291","Bahamas",1966,7.464640875
"2292","Bahrain",1966,3.402644521
"2293","Bangladesh",1966,0.053261127
"2294","Barbados",1966,1.134603864
"2295","Belgium",1966,11.09672991
"2296","Belize",1966,0.735311991
"2297","Benin",1966,0.042952892
"2298","Bermuda",1966,4.072757627
"2299","Bolivia",1966,0.440219518
"2300","Brazil",1966,0.741321794
"2301","British Virgin Islands",1966,1.221272344
"2302","Brunei",1966,4.718460898
"2303","Bulgaria",1966,5.899563331
"2304","Burkina Faso",1966,0.019087064
"2305","Burundi",1966,0.014552641
"2306","Cambodia",1966,0.07437552
"2307","Cameroon",1966,0.055646739
"2308","Canada",1966,12.91433027
"2309","Cape Verde",1966,0.089168464
"2310","Cayman Islands",1966,2.086415538
"2311","Chad",1966,0.025114365
"2312","Chile",1966,2.12358828
"2313","China",1966,0.718445903
"2314","Colombia",1966,1.230090142
"2315","Comoros",1966,0.084591439
"2316","Congo, Dem. Rep.",1966,0.133271714
"2317","Congo, Rep.",1966,0.258736124
"2318","Costa Rica",1966,0.608967739
"2319","Cote d'Ivoire",1966,0.281231183
"2320","Cuba",1966,1.874577895
"2321","Cyprus",1966,2.123334472
"2322","Denmark",1966,10.45340906
"2323","Djibouti",1966,1.117455836
"2324","Dominica",1966,0.221203346
"2325","Ecuador",1966,0.456399685
"2326","Egypt",1966,0.815090838
"2327","El Salvador",1966,0.390472666
"2328","Equatorial Guinea",1966,0.093173414
"2329","Ethiopia",1966,0.031574796
"2330","Faeroe Islands",1966,3.784175267
"2331","Fiji",1966,0.677395833
"2332","Finland",1966,6.449930078
"2333","France",1966,7.051443158
"2334","French Guiana",1966,1.070559611
"2335","French Polynesia",1966,1.25809705
"2336","Gabon",1966,0.753973354
"2337","Gambia",1966,0.079070325
"2338","Germany",1966,12.44498619
"2339","Ghana",1966,0.180426244
"2340","Gibraltar",1966,2.332287338
"2341","Greece",1966,2.169308507
"2342","Greenland",1966,9.546031356
"2343","Grenada",1966,0.309234154
"2344","Guadeloupe",1966,0.829366796
"2345","Guatemala",1966,0.355964355
"2346","Guinea",1966,0.18470225
"2347","Guinea-Bissau",1966,0.110675118
"2348","Guyana",1966,1.794639894
"2349","Haiti",1966,0.06981674
"2350","Honduras",1966,0.333733124
"2351","Hong Kong, China",1966,1.335533055
"2352","Hungary",1966,6.067381037
"2353","Iceland",1966,7.687248212
"2354","India",1966,0.338680958
"2355","Indonesia",1966,0.218957075
"2356","Iran",1966,2.492138674
"2357","Iraq",1966,3.16262864
"2358","Ireland",1966,5.233070243
"2359","Israel",1966,5.246036245
"2360","Italy",1966,4.132551397
"2361","Jamaica",1966,1.973918481
"2362","Japan",1966,4.261142224
"2363","Jordan",1966,1.297414181
"2364","Kenya",1966,0.273252444
"2365","Kiribati",1966,0.281538737
"2366","Kuwait",1966,65.61283907
"2367","Lebanon",1966,1.585643897
"2368","Liberia",1966,0.473075148
"2369","Libya",1966,1.556662147
"2370","Luxembourg",1966,34.84523613
"2371","Macao, China",1966,0.693198813
"2372","Madagascar",1966,0.098026011
"2373","Malawi",1966,0.105285142
"2374","Mali",1966,0.033593507
"2375","Malta",1966,1.358741694
"2376","Martinique",1966,0.859830696
"2377","Mauritania",1966,0.177553777
"2378","Mauritius",1966,0.357387923
"2379","Mexico",1966,1.750451933
"2380","Mongolia",1966,1.710917657
"2381","Montserrat",1966,0.621153086
"2382","Morocco",1966,0.398952987
"2383","Mozambique",1966,0.245654079
"2384","Myanmar",1966,0.117740856
"2385","Nauru",1966,5.559299191
"2386","Nepal",1966,0.017446019
"2387","Netherlands",1966,8.379583995
"2388","New Caledonia",1966,16.12512987
"2389","New Zealand",1966,5.251452543
"2390","Nicaragua",1966,0.452130772
"2391","Niger",1966,0.034966447
"2392","Nigeria",1966,0.246583458
"2393","Norway",1966,5.211752477
"2394","Oman",1966,0.045289995
"2395","Pakistan",1966,0.321325143
"2396","Panama",1966,1.232523244
"2397","Papua New Guinea",1966,0.154410573
"2398","Paraguay",1966,0.229648929
"2399","Peru",1966,1.123676184
"2400","Philippines",1966,0.510991327
"2401","Poland",1966,8.032696193
"2402","Portugal",1966,1.338857779
"2403","Qatar",1966,79.27026902
"2404","Reunion",1966,0.443508606
"2405","Romania",1966,4.375605253
"2406","Russia",1966,9.739238365
"2407","Rwanda",1966,0.01325609
"2408","Samoa",1966,0.196951095
"2409","Sao Tome and Principe",1966,0.166762682
"2410","Saudi Arabia",1966,1.293559815
"2411","Senegal",1966,0.476065768
"2412","Seychelles",1966,0.154171747
"2413","Sierra Leone",1966,0.124519248
"2414","Singapore",1966,0.351188602
"2415","Slovak Republic",1966,8.959127474
"2416","Solomon Islands",1966,0.174603175
"2417","Somalia",1966,0.042807163
"2418","South Africa",1966,6.314548735
"2419","Spain",1966,2.395649682
"2420","Sri Lanka",1966,0.231939457
"2421","Sudan",1966,0.249190985
"2422","Suriname",1966,3.20900277
"2423","Swaziland",1966,0.502678738
"2424","Sweden",1966,9.310076697
"2425","Switzerland",1966,5.327625264
"2426","Syria",1966,0.884134506
"2427","Taiwan",1966,1.462978255
"2428","Tanzania",1966,0.113915583
"2429","Thailand",1966,0.289223615
"2430","Togo",1966,0.101890436
"2431","Tonga",1966,0.143253415
"2432","Trinidad and Tobago",1966,4.469474875
"2433","Tunisia",1966,0.610917434
"2434","Turkey",1966,0.968916589
"2435","Uganda",1966,0.088451061
"2436","United Arab Emirates",1966,0.163550707
"2437","United Kingdom",1966,11.31430706
"2438","United States",1966,17.66143423
"2439","Uruguay",1966,1.985380624
"2440","Vanuatu",1966,1.007721502
"2441","Venezuela",1966,6.0821409
"2442","Vietnam",1966,0.469627833
"2443","Zambia",1966,0.960026173
"2444","Zimbabwe",1966,1.323551066
"2445","Afghanistan",1967,0.114956367
"2446","Albania",1967,1.356347897
"2447","Algeria",1967,0.67135256
"2448","Angola",1967,0.176895827
"2449","Antigua and Barbuda",1967,9.074449051
"2450","Argentina",1967,2.856315909
"2451","Australia",1967,10.86881055
"2452","Austria",1967,5.433417824
"2453","Bahamas",1967,11.17131756
"2454","Bahrain",1967,5.149205666
"2455","Bangladesh",1967,0.054676033
"2456","Barbados",1967,1.426700445
"2457","Belgium",1967,11.28868813
"2458","Belize",1967,1.070919663
"2459","Benin",1967,0.053108322
"2460","Bermuda",1967,4.242472603
"2461","Bolivia",1967,0.481523937
"2462","Brazil",1967,0.74310443
"2463","British Virgin Islands",1967,0.397858796
"2464","Brunei",1967,4.037882681
"2465","Bulgaria",1967,6.626313123
"2466","Burkina Faso",1967,0.018737238
"2467","Burundi",1967,0.014265153
"2468","Cambodia",1967,0.064448796
"2469","Cameroon",1967,0.072231838
"2470","Canada",1967,13.74856901
"2471","Cape Verde",1967,0.072438858
"2472","Cayman Islands",1967,1.65258216
"2473","Chad",1967,0.034229045
"2474","Chile",1967,2.130937029
"2475","China",1967,0.579386074
"2476","Colombia",1967,1.256842643
"2477","Comoros",1967,0.082673822
"2478","Congo, Dem. Rep.",1967,0.123347069
"2479","Congo, Rep.",1967,0.263587701
"2480","Costa Rica",1967,0.5215472
"2481","Cote d'Ivoire",1967,0.310882091
"2482","Cuba",1967,1.908353625
"2483","Cyprus",1967,2.306399413
"2484","Denmark",1967,10.15974302
"2485","Djibouti",1967,0.66039789
"2486","Dominica",1967,0.325054299
"2487","Ecuador",1967,0.474510309
"2488","Egypt",1967,0.58880108
"2489","El Salvador",1967,0.336752691
"2490","Equatorial Guinea",1967,0.090872828
"2491","Ethiopia",1967,0.040100543
"2492","Faeroe Islands",1967,4.526506003
"2493","Fiji",1967,0.728941648
"2494","Finland",1967,6.243026103
"2495","France",1967,7.491194711
"2496","French Guiana",1967,1.621663563
"2497","French Polynesia",1967,1.397413782
"2498","Gabon",1967,1.984418783
"2499","Gambia",1967,0.07746388
"2500","Germany",1967,12.16528792
"2501","Ghana",1967,0.183550197
"2502","Gibraltar",1967,2.608744176
"2503","Greece",1967,2.2591145
"2504","Greenland",1967,9.888108249
"2505","Grenada",1967,0.386221038
"2506","Guadeloupe",1967,0.936550584
"2507","Guatemala",1967,0.394706044
"2508","Guinea",1967,0.183185259
"2509","Guinea-Bissau",1967,0.080152593
"2510","Guyana",1967,1.958883668
"2511","Haiti",1967,0.058542076
"2512","Honduras",1967,0.352900448
"2513","Hong Kong, China",1967,1.552552917
"2514","Hungary",1967,5.762970979
"2515","Iceland",1967,7.33355669
"2516","India",1967,0.332354028
"2517","Indonesia",1967,0.224055435
"2518","Iran",1967,2.568641865
"2519","Iraq",1967,2.031171503
"2520","Ireland",1967,5.658627407
"2521","Israel",1967,5.104566138
"2522","Italy",1967,4.489244601
"2523","Jamaica",1967,2.144215045
"2524","Japan",1967,4.912485726
"2525","Jordan",1967,1.063459158
"2526","Kenya",1967,0.266124845
"2527","Kiribati",1967,0.545716128
"2528","Kuwait",1967,43.25159407
"2529","Lebanon",1967,1.522923921
"2530","Liberia",1967,0.460918756
"2531","Libya",1967,10.51977149
"2532","Luxembourg",1967,33.94321151
"2533","Macao, China",1967,0.726053438
"2534","Madagascar",1967,0.139150369
"2535","Malawi",1967,0.08775335
"2536","Mali",1967,0.03884597
"2537","Malta",1967,1.710642893
"2538","Martinique",1967,0.93123299
"2539","Mauritania",1967,0.190239741
"2540","Mauritius",1967,0.635379331
"2541","Mexico",1967,1.893829951
"2542","Mongolia",1967,1.830813236
"2543","Montserrat",1967,0.623901083
"2544","Morocco",1967,0.384132225
"2545","Mozambique",1967,0.211785276
"2546","Myanmar",1967,0.148337521
"2547","Nauru",1967,7.811646455
"2548","Nepal",1967,0.019054493
"2549","Netherlands",1967,8.527330638
"2550","New Caledonia",1967,15.33994526
"2551","New Zealand",1967,5.043981373
"2552","Nicaragua",1967,0.493984126
"2553","Niger",1967,0.033018077
"2554","Nigeria",1967,0.239836116
"2555","Norway",1967,5.106779437
"2556","Oman",1967,0.203697281
"2557","Pakistan",1967,0.332186395
"2558","Panama",1967,1.22592825
"2559","Papua New Guinea",1967,0.193166396
"2560","Paraguay",1967,0.212387459
"2561","Peru",1967,1.125580108
"2562","Philippines",1967,0.560911851
"2563","Poland",1967,8.166969204
"2564","Portugal",1967,1.412161731
"2565","Qatar",1967,78.19478546
"2566","Reunion",1967,0.505302508
"2567","Romania",1967,4.728971938
"2568","Russia",1967,10.12302065
"2569","Rwanda",1967,0.011790304
"2570","Samoa",1967,0.192028091
"2571","Sao Tome and Principe",1967,0.162632878
"2572","Saudi Arabia",1967,4.964984389
"2573","Senegal",1967,0.188001328
"2574","Seychelles",1967,0.151034587
"2575","Sierra Leone",1967,0.102952331
"2576","Singapore",1967,1.559765597
"2577","Slovak Republic",1967,8.873106844
"2578","Solomon Islands",1967,0.218543046
"2579","Somalia",1967,0.067904784
"2580","South Africa",1967,6.422741585
"2581","Spain",1967,2.639909728
"2582","Sri Lanka",1967,0.25097442
"2583","Sudan",1967,0.293143751
"2584","Suriname",1967,3.798367764
"2585","Swaziland",1967,0.552631686
"2586","Sweden",1967,8.775040217
"2587","Switzerland",1967,5.433739769
"2588","Syria",1967,0.801313396
"2589","Taiwan",1967,1.611839695
"2590","Tanzania",1967,0.141874844
"2591","Thailand",1967,0.360217642
"2592","Togo",1967,0.107433299
"2593","Tonga",1967,0.185538927
"2594","Trinidad and Tobago",1967,5.025595686
"2595","Tunisia",1967,0.640288867
"2596","Turkey",1967,1.007594947
"2597","Uganda",1967,0.094486666
"2598","United Arab Emirates",1967,5.475251862
"2599","United Kingdom",1967,10.78107494
"2600","United States",1967,18.13966389
"2601","Uruguay",1967,1.776361086
"2602","Vanuatu",1967,1.074036339
"2603","Venezuela",1967,6.794223719
"2604","Vietnam",1967,0.548723937
"2605","Zambia",1967,1.273978365
"2606","Zimbabwe",1967,1.122873199
"2607","Afghanistan",1968,0.107323136
"2608","Albania",1968,1.514140575
"2609","Algeria",1968,0.699884897
"2610","Angola",1968,0.292657858
"2611","Antigua and Barbuda",1968,15.61489566
"2612","Argentina",1968,2.968070041
"2613","Australia",1968,11.05564018
"2614","Austria",1968,5.726655614
"2615","Bahamas",1968,10.28508274
"2616","Bahrain",1968,5.523359591
"2617","Bangladesh",1968,0.060727743
"2618","Barbados",1968,1.856743778
"2619","Belgium",1968,12.40628076
"2620","Belize",1968,0.882903491
"2621","Benin",1968,0.056170103
"2622","Bermuda",1968,4.412441639
"2623","Bolivia",1968,0.541582091
"2624","Brazil",1968,0.847031068
"2625","British Virgin Islands",1968,1.555979914
"2626","Brunei",1968,3.760914542
"2627","Bulgaria",1968,7.101515847
"2628","Burkina Faso",1968,0.018383208
"2629","Burundi",1968,0.016144893
"2630","Cambodia",1968,0.073802198
"2631","Cameroon",1968,0.077804259
"2632","Canada",1968,14.50010119
"2633","Cape Verde",1968,0.112989998
"2634","Cayman Islands",1968,2.443901355
"2635","Chad",1968,0.035622294
"2636","Chile",1968,2.301722036
"2637","China",1968,0.60920671
"2638","Colombia",1968,1.315232387
"2639","Comoros",1968,0.080736908
"2640","Congo, Dem. Rep.",1968,0.176144095
"2641","Congo, Rep.",1968,0.358130069
"2642","Costa Rica",1968,0.60052865
"2643","Cote d'Ivoire",1968,0.353838867
"2644","Cuba",1968,1.908513853
"2645","Cyprus",1968,2.713590114
"2646","Denmark",1968,10.96234643
"2647","Djibouti",1968,0.85019674
"2648","Dominica",1968,0.318651236
"2649","Ecuador",1968,0.553723137
"2650","Egypt",1968,0.668620113
"2651","El Salvador",1968,0.356471076
"2652","Equatorial Guinea",1968,0.10160384
"2653","Ethiopia",1968,0.062853606
"2654","Faeroe Islands",1968,4.862050371
"2655","Fiji",1968,0.793741469
"2656","Finland",1968,7.259968099
"2657","France",1968,7.687855387
"2658","French Guiana",1968,1.879503752
"2659","French Polynesia",1968,1.489548976
"2660","Gabon",1968,3.809335169
"2661","Gambia",1968,0.084166003
"2662","Germany",1968,12.72099839
"2663","Ghana",1968,0.212216048
"2664","Gibraltar",1968,2.729754322
"2665","Greece",1968,2.566236178
"2666","Greenland",1968,12.38710463
"2667","Grenada",1968,0.425250757
"2668","Guadeloupe",1968,0.889447808
"2669","Guatemala",1968,0.414821634
"2670","Guinea",1968,0.185385891
"2671","Guinea-Bissau",1968,0.104912662
"2672","Guyana",1968,1.920723612
"2673","Haiti",1968,0.058207667
"2674","Honduras",1968,0.480411025
"2675","Hong Kong, China",1968,1.584683234
"2676","Hungary",1968,5.970559923
"2677","Iceland",1968,8.004094885
"2678","India",1968,0.353660132
"2679","Indonesia",1968,0.245279085
"2680","Iran",1968,3.032246532
"2681","Iraq",1968,2.104788182
"2682","Ireland",1968,6.112326869
"2683","Israel",1968,5.093054655
"2684","Italy",1968,4.74424657
"2685","Jamaica",1968,2.128659164
"2686","Japan",1968,5.569950582
"2687","Jordan",1968,1.039321096
"2688","Kenya",1968,0.268485397
"2689","Kiribati",1968,0.793765334
"2690","Kuwait",1968,34.96993894
"2691","Lebanon",1968,1.541152595
"2692","Liberia",1968,0.647827615
"2693","Libya",1968,16.43551077
"2694","Luxembourg",1968,36.560351
"2695","Macao, China",1968,0.711292542
"2696","Madagascar",1968,0.146861562
"2697","Malawi",1968,0.090648432
"2698","Mali",1968,0.033879245
"2699","Malta",1968,2.098359793
"2700","Martinique",1968,0.957565545
"2701","Mauritania",1968,0.219194802
"2702","Mauritius",1968,0.798169465
"2703","Mexico",1968,1.920166576
"2704","Mongolia",1968,2.052113826
"2705","Montserrat",1968,0.627155848
"2706","Morocco",1968,0.388090073
"2707","Mozambique",1968,0.307340774
"2708","Myanmar",1968,0.117371931
"2709","Nauru",1968,7.637664904
"2710","Nepal",1968,0.022186548
"2711","Netherlands",1968,8.961089164
"2712","New Caledonia",1968,18.66480086
"2713","New Zealand",1968,4.924955237
"2714","Nicaragua",1968,0.545905707
"2715","Niger",1968,0.03916524
"2716","Nigeria",1968,0.121154128
"2717","Norway",1968,5.539247466
"2718","Oman",1968,0.235216817
"2719","Pakistan",1968,0.370914692
"2720","Panama",1968,1.416911722
"2721","Papua New Guinea",1968,0.217180333
"2722","Paraguay",1968,0.250345763
"2723","Peru",1968,1.162590212
"2724","Philippines",1968,0.664876954
"2725","Poland",1968,8.624109047
"2726","Portugal",1968,1.491455771
"2727","Qatar",1968,76.69421607
"2728","Reunion",1968,0.495464855
"2729","Romania",1968,5.073838684
"2730","Russia",1968,10.35409802
"2731","Rwanda",1968,0.015598023
"2732","Samoa",1968,0.214337211
"2733","Sao Tome and Principe",1968,0.210588787
"2734","Saudi Arabia",1968,5.46091254
"2735","Senegal",1968,0
"2736","Seychelles",1968,0.148043471
"2737","Sierra Leone",1968,0.153900273
"2738","Singapore",1968,2.711496927
"2739","Slovak Republic",1968,9.219181994
"2740","Solomon Islands",1968,0.238095238
"2741","Somalia",1968,0.044735997
"2742","South Africa",1968,6.45956891
"2743","Spain",1968,2.935168149
"2744","Sri Lanka",1968,0.269692055
"2745","Sudan",1968,0.278723059
"2746","Suriname",1968,4.027895674
"2747","Swaziland",1968,0.660109787
"2748","Sweden",1968,9.796656168
"2749","Switzerland",1968,5.9484839
"2750","Syria",1968,1.002069015
"2751","Taiwan",1968,1.731437712
"2752","Tanzania",1968,0.129326571
"2753","Thailand",1968,0.491322892
"2754","Togo",1968,0.100613692
"2755","Tonga",1968,0.180855611
"2756","Trinidad and Tobago",1968,4.301267565
"2757","Tunisia",1968,0.730622211
"2758","Turkey",1968,1.06853185
"2759","Uganda",1968,0.110827388
"2760","United Arab Emirates",1968,6.872795232
"2761","United Kingdom",1968,10.99226294
"2762","United States",1968,18.62673272
"2763","Uruguay",1968,1.760565284
"2764","Vanuatu",1968,0.772676187
"2765","Venezuela",1968,6.560842266
"2766","Vietnam",1968,0.550684834
"2767","Zambia",1968,1.178158891
"2768","Zimbabwe",1968,1.309727195
"2769","Afghanistan",1969,0.080700021
"2770","Albania",1969,1.558242744
"2771","Algeria",1969,0.845270958
"2772","Angola",1969,0.479197168
"2773","Antigua and Barbuda",1969,19.49024713
"2774","Argentina",1969,3.274029793
"2775","Australia",1969,11.41858012
"2776","Austria",1969,6.013441208
"2777","Bahamas",1969,10.62523717
"2778","Bahrain",1969,6.197706345
"2779","Bangladesh",1969,0.057307019
"2780","Barbados",1969,2.021120074
"2781","Belgium",1969,12.88914596
"2782","Belize",1969,1.135903769
"2783","Benin",1969,0.072181785
"2784","Bermuda",1969,3.864922897
"2785","Bolivia",1969,0.618939283
"2786","Brazil",1969,0.899492955
"2787","British Virgin Islands",1969,1.904564028
"2788","Brunei",1969,4.082942621
"2789","Bulgaria",1969,7.867142952
"2790","Burkina Faso",1969,0.021248842
"2791","Burundi",1969,0.021162861
